metric,EF1_high_active,nEF1_high_active,AUC_ROC_1_high_active,BEDROC20_1_high_active,N_1_high_active,A_1_high_active,H_top1_high_active,direction_1_high_active,EF1_active,nEF1_active,AUC_ROC_1_active,BEDROC20_1_active,N_1_active,A_1_active,H_top1_active,direction_1_active,EF1_low,nEF1_low,AUC_ROC_1_low,BEDROC20_1_low,N_1_low,A_1_low,H_top1_low,direction_1_low,EF5_high_active,nEF5_high_active,AUC_ROC_5_high_active,BEDROC20_5_high_active,N_5_high_active,A_5_high_active,H_top5_high_active,direction_5_high_active,EF5_active,nEF5_active,AUC_ROC_5_active,BEDROC20_5_active,N_5_active,A_5_active,H_top5_active,direction_5_active,EF5_low,nEF5_low,AUC_ROC_5_low,BEDROC20_5_low,N_5_low,A_5_low,H_top5_low,direction_5_low,EF10_high_active,nEF10_high_active,AUC_ROC_10_high_active,BEDROC20_10_high_active,N_10_high_active,A_10_high_active,H_top10_high_active,direction_10_high_active,EF10_active,nEF10_active,AUC_ROC_10_active,BEDROC20_10_active,N_10_active,A_10_active,H_top10_active,direction_10_active,EF10_low,nEF10_low,AUC_ROC_10_low,BEDROC20_10_low,N_10_low,A_10_low,H_top10_low,direction_10_low,target,protein,method_id,method_label
boltz2_affinity_pred_value,1.8447204968944095,0.2727272727272727,0.6678223388305847,0.4134803553052618,1089,161,3,asc,1.5714285714285714,0.9090909090909091,0.688013971020507,0.8717853508440007,1089,630,10,asc,1.5098039215686274,0.6363636363636364,0.688013971020507,0.6882098731425328,1089,459,7,desc,3.3204968944099376,0.4909090909090909,0.6678223388305847,0.4134803553052618,1089,161,27,asc,1.5714285714285714,0.9090909090909091,0.688013971020507,0.8717853508440007,1089,630,50,asc,1.5529411764705883,0.6545454545454545,0.688013971020507,0.6882098731425328,1089,459,36,desc,2.6683571713487946,0.3944954128440367,0.6678223388305847,0.4134803553052618,1089,161,43,asc,1.522411533420708,0.8807339449541286,0.688013971020507,0.8717853508440007,1089,630,96,asc,1.654254362295377,0.6972477064220184,0.688013971020507,0.6882098731425328,1089,459,76,desc,6gqj,6GQJ,boltz2,Boltz-2
dynamicbind_affinity_bestpose,0.0,0.0,0.48567011137288496,0.025921122244907117,1089,161,0,desc,0.9428571428571428,0.5454545454545454,0.6198948715288585,0.686393584602204,1089,630,6,desc,0.6470588235294117,0.2727272727272727,0.6198948715288585,0.5180398366131218,1089,459,3,asc,0.0,0.0,0.48567011137288496,0.025921122244907117,1089,161,0,desc,1.1942857142857144,0.6909090909090909,0.6198948715288585,0.686393584602204,1089,630,38,desc,1.2078431372549019,0.509090909090909,0.6198948715288585,0.5180398366131218,1089,459,28,asc,0.12410963587668812,0.01834862385321101,0.48567011137288496,0.025921122244907117,1089,161,2,desc,1.2369593709043252,0.7155963302752294,0.6198948715288585,0.686393584602204,1089,630,78,desc,1.2842237812556214,0.5412844036697247,0.6198948715288585,0.5180398366131218,1089,459,59,asc,6gqj,6GQJ,dynamicbind,DynamicBind
gnina_cnn_affinity_bestpose,1.2329545454545454,0.18181818181818182,0.6956317567567567,0.3079384591962848,1085,160,2,desc,1.7304625199362043,1.0,0.6644049086591031,0.8590710346837166,1085,627,11,desc,1.2921794362842396,0.5454545454545454,0.6644049086591031,0.5851388018626227,1085,458,6,asc,2.0960227272727274,0.30909090909090914,0.6956317567567567,0.3079384591962848,1085,160,17,desc,1.5731477453965492,0.9090909090909091,0.6644049086591031,0.8590710346837166,1085,627,50,desc,1.3783247320365224,0.5818181818181818,0.6644049086591031,0.5851388018626227,1085,458,32,asc,2.177465596330275,0.3211009174311926,0.6956317567567567,0.3079384591962848,1085,160,35,desc,1.4288222641675081,0.8256880733944955,0.6644049086591031,0.8590710346837166,1085,627,90,desc,1.4561716277392731,0.6146788990825688,0.6644049086591031,0.5851388018626227,1085,458,67,asc,6gqj,6GQJ,gnina,GNINA 1.3
plapt_affinity,0.0,0.0,0.4833275326622403,0.1219804489063204,1089,161,0,desc,0.9428571428571428,0.5454545454545454,0.5998270913303593,0.6908401991961475,1089,630,6,desc,1.7254901960784315,0.7272727272727273,0.5998270913303593,0.590071209008659,1089,459,8,asc,0.7378881987577639,0.10909090909090909,0.4833275326622403,0.1219804489063204,1089,161,6,desc,1.1942857142857144,0.6909090909090909,0.5998270913303593,0.6908401991961475,1089,630,38,desc,1.423529411764706,0.6,0.5998270913303593,0.590071209008659,1089,459,33,asc,0.7446578152601288,0.11009174311926606,0.4833275326622403,0.1219804489063204,1089,161,12,desc,1.2211009174311926,0.7064220183486238,0.5998270913303593,0.6908401991961475,1089,630,77,desc,1.305990286022666,0.5504587155963303,0.5998270913303593,0.590071209008659,1089,459,60,asc,6gqj,6GQJ,plapt,PLAPT
qvina_affinity_bestpose,3.0823863636363638,0.4545454545454546,0.4348344594594595,0.30032723445761705,1085,160,5,asc,1.2585181963172394,0.7272727272727272,0.5359286962941295,0.7397539092634088,1085,627,8,asc,1.2921794362842396,0.5454545454545454,0.5359286962941295,0.4588572489010069,1085,458,6,desc,2.465909090909091,0.36363636363636365,0.4348344594594595,0.30032723445761705,1085,160,20,asc,1.3529070610410325,0.7818181818181819,0.5359286962941295,0.7397539092634088,1085,627,43,asc,1.2491067884080982,0.5272727272727272,0.5359286962941295,0.4588572489010069,1085,458,29,desc,1.4309059633027523,0.21100917431192662,0.4348344594594595,0.30032723445761705,1085,160,23,asc,1.2700642348155629,0.7339449541284404,0.5359286962941295,0.7397539092634088,1085,627,80,asc,0.9562918152317615,0.4036697247706422,0.5359286962941295,0.4588572489010069,1085,458,44,desc,6gqj,6GQJ,qvina,QVina2
boltz2_affinity_pred_value,1.693877551020408,1.0,0.9611177804455115,0.9999393215586743,249,147,3,asc,1.345945945945946,1.0,0.9350506756756757,0.9999961348832831,249,185,3,asc,3.8906250000000004,1.0,0.9350506756756757,0.9060317017884009,249,64,3,desc,1.693877551020408,1.0,0.9611177804455115,0.9999393215586743,249,147,13,asc,1.345945945945946,1.0,0.9350506756756757,0.9999961348832831,249,185,13,asc,3.8906250000000004,1.0,0.9350506756756757,0.9060317017884009,249,64,13,desc,1.693877551020408,1.0,0.9611177804455115,0.9999393215586743,249,147,25,asc,1.345945945945946,1.0,0.9350506756756757,0.9999961348832831,249,185,25,asc,3.2681250000000004,0.84,0.9350506756756757,0.9060317017884009,249,64,21,desc,6jok,6JOK,boltz2,Boltz-2
dynamicbind_affinity_bestpose,0.5630630630630631,0.3333333333333333,0.6057896131425543,0.46556141589897687,250,148,1,desc,1.3440860215053763,1.0,0.7540322580645161,0.8767266339968625,250,186,3,desc,3.90625,1.0,0.7540322580645161,0.9196672356170995,250,64,3,asc,0.6496881496881498,0.3846153846153847,0.6057896131425543,0.46556141589897687,250,148,5,desc,1.1373035566583953,0.8461538461538461,0.7540322580645161,0.8767266339968625,250,186,11,desc,3.90625,1.0,0.7540322580645161,0.9196672356170995,250,64,13,asc,0.8108108108108109,0.48,0.6057896131425543,0.46556141589897687,250,148,12,desc,1.1827956989247312,0.8800000000000001,0.7540322580645161,0.8767266339968625,250,186,22,desc,3.59375,0.92,0.7540322580645161,0.9196672356170995,250,64,23,asc,6jok,6JOK,dynamicbind,DynamicBind
gnina_cnn_affinity_bestpose,1.704225352112676,1.0,0.8415492957746479,0.8512524414450083,242,142,3,desc,1.3444444444444446,1.0,0.8241487455197133,0.948562385663139,242,180,3,desc,2.6021505376344085,0.6666666666666665,0.8241487455197133,0.6784031441376223,242,62,2,asc,1.3109425785482123,0.7692307692307692,0.8415492957746479,0.8512524414450083,242,142,10,desc,1.241025641025641,0.923076923076923,0.8241487455197133,0.948562385663139,242,180,12,desc,2.4019851116625315,0.6153846153846154,0.8241487455197133,0.6784031441376223,242,62,8,asc,1.4997183098591549,0.88,0.8415492957746479,0.8512524414450083,242,142,22,desc,1.2906666666666666,0.9599999999999999,0.8241487455197133,0.948562385663139,242,180,24,desc,2.6541935483870973,0.68,0.8241487455197133,0.6784031441376223,242,62,17,asc,6jok,6JOK,gnina,GNINA 1.3
plapt_affinity,1.1261261261261262,0.6666666666666666,0.6067832538420773,0.639317539058411,250,148,2,desc,0.8960573476702508,0.6666666666666666,0.667926747311828,0.8024250769541845,250,186,2,desc,2.6041666666666665,0.6666666666666666,0.667926747311828,0.5788754544786512,250,64,2,asc,1.0395010395010396,0.6153846153846154,0.6067832538420773,0.639317539058411,250,148,8,desc,1.1373035566583953,0.8461538461538461,0.667926747311828,0.8024250769541845,250,186,11,desc,2.4038461538461537,0.6153846153846153,0.667926747311828,0.5788754544786512,250,64,8,asc,0.8783783783783784,0.52,0.6067832538420773,0.639317539058411,250,148,13,desc,1.021505376344086,0.76,0.667926747311828,0.8024250769541845,250,186,19,desc,2.1875,0.56,0.667926747311828,0.5788754544786512,250,64,14,asc,6jok,6JOK,plapt,PLAPT
qvina_affinity_bestpose,0.5680751173708919,0.33333333333333326,0.6572887323943662,0.4816737975235612,242,142,1,asc,0.44814814814814813,0.3333333333333333,0.7266577060931899,0.7577176611642977,242,180,1,asc,2.6021505376344085,0.6666666666666665,0.7266577060931899,0.6945223004287663,242,62,2,desc,0.6554712892741061,0.3846153846153846,0.6572887323943662,0.4816737975235612,242,142,5,asc,0.9307692307692308,0.6923076923076923,0.7266577060931899,0.7577176611642977,242,180,9,asc,2.7022332506203477,0.6923076923076923,0.7266577060931899,0.6945223004287663,242,62,9,desc,0.6816901408450704,0.4,0.6572887323943662,0.4816737975235612,242,142,10,asc,1.0755555555555556,0.7999999999999999,0.7266577060931899,0.7577176611642977,242,180,20,asc,2.966451612903226,0.76,0.7266577060931899,0.6945223004287663,242,62,19,desc,6jok,6JOK,qvina,QVina2
boltz2_affinity_pred_value,4.611111111111111,1.0,0.9102564102564102,0.8221195274274985,83,18,1,asc,2.024390243902439,1.0,0.8344947735191638,0.8757786638471664,83,41,1,asc,1.9761904761904763,1.0,0.8344947735191638,0.9100949573797621,83,42,1,desc,3.688888888888889,0.8000000000000002,0.9102564102564102,0.8221195274274985,83,18,4,asc,1.6195121951219513,0.8,0.8344947735191638,0.8757786638471664,83,41,4,asc,1.580952380952381,0.8,0.8344947735191638,0.9100949573797621,83,42,4,desc,3.5864197530864197,0.7777777777777778,0.9102564102564102,0.8221195274274985,83,18,7,asc,1.5745257452574526,0.7777777777777778,0.8344947735191638,0.8757786638471664,83,41,7,asc,1.7566137566137567,0.888888888888889,0.8344947735191638,0.9100949573797621,83,42,8,desc,7awe,7AWE,boltz2,Boltz-2
dynamicbind_affinity_bestpose,0.0,0.0,0.676923076923077,0.20001610131665057,83,18,0,desc,0.0,0.0,0.6306620209059234,0.5276905492038776,83,41,0,desc,1.9761904761904763,1.0,0.6306620209059234,0.8063108696824853,83,42,1,asc,0.9222222222222223,0.20000000000000004,0.676923076923077,0.20001610131665057,83,18,1,desc,0.8097560975609757,0.4,0.6306620209059234,0.5276905492038776,83,41,2,desc,1.9761904761904763,1.0,0.6306620209059234,0.8063108696824853,83,42,5,asc,1.0246913580246912,0.2222222222222222,0.676923076923077,0.20001610131665057,83,18,2,desc,1.3495934959349594,0.6666666666666666,0.6306620209059234,0.5276905492038776,83,41,6,desc,1.3174603174603174,0.6666666666666666,0.6306620209059234,0.8063108696824853,83,42,6,asc,7awe,7AWE,dynamicbind,DynamicBind
gnina_cnn_affinity_bestpose,3.9333333333333336,1.0,0.7833333333333333,0.6306308495562994,59,15,1,desc,2.185185185185185,1.0,0.7193287037037037,0.8779082697267067,59,27,1,desc,1.84375,1.0,0.7193287037037037,0.736112329838621,59,32,1,asc,2.6222222222222222,0.6666666666666666,0.7833333333333333,0.6306308495562994,59,15,2,desc,2.185185185185185,1.0,0.7193287037037037,0.8779082697267067,59,27,3,desc,1.2291666666666665,0.6666666666666666,0.7193287037037037,0.736112329838621,59,32,2,asc,2.6222222222222222,0.6666666666666666,0.7833333333333333,0.6306308495562994,59,15,4,desc,1.8209876543209877,0.8333333333333334,0.7193287037037037,0.8779082697267067,59,27,5,desc,1.5364583333333335,0.8333333333333334,0.7193287037037037,0.736112329838621,59,32,5,asc,7awe,7AWE,gnina,GNINA 1.3
plapt_affinity,4.611111111111111,1.0,0.6957264957264957,0.4205261472729463,83,18,1,desc,2.024390243902439,1.0,0.6991869918699187,0.6190456912066212,83,41,1,desc,1.9761904761904763,1.0,0.6991869918699187,0.9656385898478191,83,42,1,asc,1.8444444444444446,0.4000000000000001,0.6957264957264957,0.4205261472729463,83,18,2,desc,1.2146341463414634,0.6,0.6991869918699187,0.6190456912066212,83,41,3,desc,1.9761904761904763,1.0,0.6991869918699187,0.9656385898478191,83,42,5,asc,1.537037037037037,0.33333333333333337,0.6957264957264957,0.4205261472729463,83,18,3,desc,0.8997289972899729,0.4444444444444444,0.6991869918699187,0.6190456912066212,83,41,4,desc,1.7566137566137567,0.888888888888889,0.6991869918699187,0.9656385898478191,83,42,8,asc,7awe,7AWE,plapt,PLAPT
qvina_affinity_bestpose,0.0,0.0,0.32154882154882153,0.0003104053118859453,42,9,0,asc,0.0,0.0,0.24814814814814815,0.0009899722228763372,42,15,0,asc,0.0,0.0,0.24814814814814815,0.3309854293212336,42,27,0,desc,0.0,0.0,0.32154882154882153,0.0003104053118859453,42,9,0,asc,0.0,0.0,0.24814814814814815,0.0009899722228763372,42,15,0,asc,0.5185185185185185,0.33333333333333337,0.24814814814814815,0.3309854293212336,42,27,1,desc,0.0,0.0,0.32154882154882153,0.0003104053118859453,42,9,0,asc,0.0,0.0,0.24814814814814815,0.0009899722228763372,42,15,0,asc,0.6222222222222222,0.4000000000000001,0.24814814814814815,0.3309854293212336,42,27,2,desc,7awe,7AWE,qvina,QVina2
boltz2_affinity_pred_value,1.3615084525357608,1.0,0.8582995762037964,0.9997091333065052,1047,769,11,asc,1.040755467196819,1.0,0.8954565291179751,0.9999986606858774,1047,1006,11,asc,9.286031042128602,0.36363636363636365,0.8954565291179751,0.4549287610262504,1047,41,4,desc,1.3615084525357608,1.0,0.8582995762037964,0.9997091333065052,1047,769,53,asc,1.040755467196819,1.0,0.8954565291179751,0.9999986606858774,1047,1006,53,asc,7.227335480901978,0.3658536585365853,0.8954565291179751,0.4549287610262504,1047,41,15,desc,1.3615084525357608,1.0,0.8582995762037964,0.9997091333065052,1047,769,105,asc,1.040755467196819,1.0,0.8954565291179751,0.9999986606858774,1047,1006,105,asc,4.864111498257839,0.4878048780487804,0.8954565291179751,0.4549287610262504,1047,41,20,desc,7kk3,7KK3,boltz2,Boltz-2
dynamicbind_affinity_bestpose,1.1131941987973117,0.8181818181818182,0.4730052533848408,0.7704679796422328,1049,771,9,desc,1.0406746031746033,1.0,0.4502274487030585,0.9223864580161337,1049,1008,11,desc,0.0,0.0,0.4502274487030585,0.04085508023839081,1049,41,0,asc,1.1038592369625335,0.8113207547169813,0.4730052533848408,0.7704679796422328,1049,771,43,desc,1.0210392333033842,0.981132075471698,0.4502274487030585,0.9223864580161337,1049,1008,52,desc,0.0,0.0,0.4502274487030585,0.04085508023839081,1049,41,0,asc,1.0495831017231796,0.7714285714285715,0.4730052533848408,0.7704679796422328,1049,771,81,desc,0.9911186696900982,0.9523809523809522,0.4502274487030585,0.9223864580161337,1049,1008,100,desc,0.7310104529616724,0.07317073170731707,0.4502274487030585,0.04085508023839081,1049,41,3,asc,7kk3,7KK3,dynamicbind,DynamicBind
gnina_cnn_affinity_bestpose,1.1666666666666667,0.8333333333333335,0.6458049886621315,0.9028589821061743,588,420,5,desc,1.044404973357016,1.0,0.49822380106571934,0.9851803912011974,588,563,6,desc,3.92,0.16666666666666666,0.49822380106571934,0.07198396901187434,588,25,1,asc,1.3533333333333333,0.9666666666666667,0.6458049886621315,0.9028589821061743,588,420,29,desc,1.044404973357016,1.0,0.49822380106571934,0.9851803912011974,588,563,30,desc,0.784,0.04,0.49822380106571934,0.07198396901187434,588,25,1,asc,1.2576271186440677,0.8983050847457628,0.6458049886621315,0.9028589821061743,588,420,53,desc,1.044404973357016,1.0,0.49822380106571934,0.9851803912011974,588,563,59,desc,0.39864406779661016,0.04,0.49822380106571934,0.07198396901187434,588,25,1,asc,7kk3,7KK3,gnina,GNINA 1.3
plapt_affinity,1.3605706874189365,1.0,0.7514953018130243,0.9655635151003917,1049,771,11,desc,1.0406746031746033,1.0,0.671602787456446,0.977377453623703,1049,1008,11,desc,2.325942350332594,0.09090909090909091,0.671602787456446,0.15753337151354596,1049,41,1,asc,1.309228397327656,0.9622641509433962,0.7514953018130243,0.9655635151003917,1049,771,51,desc,1.0210392333033842,0.981132075471698,0.671602787456446,0.977377453623703,1049,1008,52,desc,1.9309710078232856,0.09756097560975609,0.671602787456446,0.15753337151354596,1049,41,4,asc,1.3087394231363103,0.9619047619047619,0.7514953018130243,0.9655635151003917,1049,771,101,desc,1.0307634164777022,0.9904761904761904,0.671602787456446,0.977377453623703,1049,1008,104,desc,2.9240418118466898,0.2926829268292683,0.671602787456446,0.15753337151354596,1049,41,12,asc,7kk3,7KK3,plapt,PLAPT
qvina_affinity_bestpose,0.8298062593144561,0.6,0.5769888719432638,0.7880398351123975,928,671,6,asc,0.9405405405405406,0.9,0.6128096846846847,0.9341682089544721,928,888,9,asc,2.32,0.09999999999999999,0.6128096846846847,0.09628878164375534,928,40,1,desc,1.0887528934267687,0.7872340425531915,0.5769888719432638,0.7880398351123975,928,671,37,asc,1.0005750431282348,0.9574468085106385,0.6128096846846847,0.9341682089544721,928,888,45,asc,0.9872340425531914,0.049999999999999996,0.6128096846846847,0.09628878164375534,928,40,2,desc,1.1004599137861961,0.7956989247311828,0.5769888719432638,0.7880398351123975,928,671,74,asc,1.011333914559721,0.9677419354838711,0.6128096846846847,0.9341682089544721,928,888,90,asc,1.2473118279569892,0.125,0.6128096846846847,0.09628878164375534,928,40,5,desc,7kk3,7KK3,qvina,QVina2
