target,method_id,metric,n_points,pearson_r,pearson_p,spearman_rho,spearman_p,kendall_tau,kendall_p,method_label,pearson_p_bh,spearman_p_bh,kendall_p_bh,pearson_ci_low,pearson_ci_high,pearson_perm_p,spearman_ci_low,spearman_ci_high,spearman_perm_p,kendall_ci_low,kendall_ci_high,kendall_perm_p,calibrated_rmse,calibrated_rmse_ci_low,calibrated_rmse_ci_high,calibrated_rmse_boot_mean,calibrated_mae,calibrated_mae_ci_low,calibrated_mae_ci_high,calibrated_mae_boot_mean
3eyg,boltz2,boltz2_affinity_pred_value,2232,0.6953137432334764,3.16e-322,0.5985793883630399,4.24172603348341e-217,0.445454077340224,5.927958885306878e-214,Boltz-2,1.265e-320,1.6966904133933638e-215,2.3711835541227512e-212,0.6620761628948035,0.7252922570963417,9.999000099990002e-05,0.5652314646861789,0.6308148919430442,9.999000099990002e-05,0.4195273194893959,0.4706066463413704,9.999000099990002e-05,0.5466470752416623,0.5235703833956333,0.5694659490799315,0.5462338934229628,0.3786754387852965,0.3616612592645241,0.39566320291875,0.37845914885269405
3eyg,dynamicbind,dynamicbind_affinity_bestpose,2234,0.16628648550107503,2.5677202353601464e-15,0.03435270800339155,0.10453420508780492,0.025733257519936204,0.07118405941744921,DynamicBind,7.608059956622655e-15,0.12865748318499065,0.09039245640311011,0.10777833657503888,0.22312071209226436,9.999000099990002e-05,-0.009539322387938334,0.07717840611301306,0.11088891110888911,-0.00418910724081893,0.05562556536922725,0.0688931106889311,0.7532705971405322,0.7189345468786461,0.7862570616324775,0.7527800636322385,0.5412497498262667,0.5152585677983482,0.5672827306435335,0.5409991092938299
3eyg,gnina,gnina_cnn_affinity_bestpose,2195,0.04093694856025912,0.05515651802577262,0.020896026899358898,0.32780468863315015,0.023571284253973538,0.1015808905944101,GNINA 1.3,0.07214843830622317,0.36422743181461126,0.12129061563511652,-0.012186869982441555,0.09455359955674256,0.054594540545945404,-0.024008105884587457,0.06630670739714511,0.32226777322267774,-0.007308852224522564,0.054807961323908944,0.100989901009899,0.7635240328871186,0.7266008299471652,0.7987627045041957,0.7629507843754589,0.5430959803929465,0.5163784199655033,0.5700238478206956,0.5428856308221455
3eyg,plapt,plapt_affinity,2234,0.21135991539515092,5.599414986329571e-24,0.13429710488394356,1.8546640389349713e-10,0.0906650142802627,2.0569555155461583e-10,PLAPT,2.3576484152966616e-23,4.6366600973374284e-10,5.308272298183634e-10,0.165674064282972,0.2566672362782072,9.999000099990002e-05,0.09208814294544684,0.1778492134512955,9.999000099990002e-05,0.061102174341763536,0.11996457391084718,9.999000099990002e-05,0.7466481550508742,0.7124422794338102,0.7799885283040843,0.746308610778882,0.5342141208692198,0.5090103608672599,0.559359273672344,0.5341091503956964
3eyg,qvina,qvina_affinity_bestpose,2201,-0.04075448465528317,0.055915039687322955,-0.12603258984006926,2.972520850787388e-09,-0.08777210390520784,1.7010761632851428e-09,QVina2,0.07214843830622317,6.794333373228316e-09,4.002532148906218e-09,-0.08395760215537032,0.001954820790721758,0.05219478052194781,-0.1669832951040026,-0.08488474371681749,9.999000099990002e-05,-0.11566542938523947,-0.06058695858492544,9.999000099990002e-05,0.7625446935011219,0.725394405977746,0.7994063851236047,0.7622594037144803,0.5386311484625204,0.5106785902778225,0.5671348907579192,0.5383860555647935
3jy9,boltz2,boltz2_affinity_pred_value,2009,0.7503734740849952,0.0,0.6513671990686001,6.44368436317999e-243,0.47306666601872144,9.056659976892504e-218,Boltz-2,0.0,5.154947490543992e-241,7.245327981514003e-216,0.7258071724146546,0.7735911408165607,9.999000099990002e-05,0.6212984397845486,0.6795400261995014,9.999000099990002e-05,0.4471447173493959,0.4974464789760961,9.999000099990002e-05,0.7231680406810992,0.6922741628858856,0.7520642495523044,0.7223972192603062,0.5296820514761571,0.5077030380032143,0.5512207096520153,0.5294608866407096
3jy9,dynamicbind,dynamicbind_affinity_bestpose,2014,0.2749211569911057,2.965091005771804e-36,0.17424904514569464,3.398011445818788e-15,0.11956797822886181,1.5671262479473372e-15,DynamicBind,2.156429822379494e-35,1.1326704819395959e-14,5.698640901626681e-15,0.21854583937388952,0.32632394349000643,9.999000099990002e-05,0.12878341678349897,0.2185970162496565,9.999000099990002e-05,0.0888073471715362,0.15052170941736265,9.999000099990002e-05,1.0543810373169773,1.019435789520583,1.0854228468251546,1.052991125963729,0.852102113849428,0.8150411021811161,0.8876872791592076,0.8515730946733997
3jy9,gnina,gnina_cnn_affinity_bestpose,1986,0.1228919753513684,3.928970382715896e-08,0.13593190947174053,1.1855801710324007e-09,0.09119701501501705,1.5758886299985414e-09,GNINA 1.3,8.27151659519136e-08,2.874133747957335e-09,3.820336072723737e-09,0.07836283293675836,0.1664416397698314,9.999000099990002e-05,0.0938638369806767,0.1771731063686313,9.999000099990002e-05,0.062241212865738894,0.12008736426015881,9.999000099990002e-05,1.0887555666097204,1.0520564114183704,1.121917707994631,1.0877105284581425,0.8742643681801537,0.8368112007473139,0.9109374567767281,0.8739358983900771
3jy9,plapt,plapt_affinity,2014,0.2695316222225098,7.331023035551296e-35,0.2263356973973397,8.247335951410021e-25,0.1552486128784043,4.16970395716521e-25,PLAPT,4.887348690367531e-34,3.8810992712517746e-24,1.8532017587400932e-24,0.2224305357772141,0.31460167931615335,9.999000099990002e-05,0.18206189627200325,0.2700978836686938,9.999000099990002e-05,0.12400850279540486,0.18536191421276166,9.999000099990002e-05,1.0560531529030455,1.021816809953931,1.0870854598203916,1.0548361721003807,0.8462407685858774,0.8124333162369106,0.879368598638144,0.8458704871583362
3jy9,qvina,qvina_affinity_bestpose,1985,0.06727562002418988,0.0027098886447089825,0.028580048146678378,0.203090983835289,0.019237906920762812,0.21109920230684676,QVina2,0.004169059453398434,0.23210398152604458,0.23785825612039072,0.014855756063635853,0.11831157490755594,0.0030996900309969004,-0.017360029560618426,0.07432765507335669,0.19858014198580143,-0.013165643778614844,0.05127566114411989,0.21227877212278773,1.0947488822363243,1.0580394060321676,1.1285498560083953,1.0936078610143818,0.8799613182691076,0.8410281762535238,0.9176153504246487,0.8792961688132175
3lxk,boltz2,boltz2_affinity_pred_value,755,-0.30278283213437507,1.795315076607957e-17,-0.3594003951777526,1.9462447320670266e-24,-0.27749958296222416,1.0233371966295011e-25,Boltz-2,5.745008245145462e-17,8.649976586964562e-24,4.8157044547270635e-25,-0.387208813662238,-0.21409506218127297,9.999000099990002e-05,-0.4309646468557955,-0.28532204580444975,9.999000099990002e-05,-0.33337299849864466,-0.22056414371612387,9.999000099990002e-05,1.1323830519004867,1.0799878774836824,1.1786959768376835,1.1302293289004386,1.016092556061879,0.9651233831297391,1.0596366543693094,1.0136165179224337
3lxk,dynamicbind,dynamicbind_affinity_bestpose,758,0.0393716901772138,0.27898407166749045,-0.057088428718056416,0.11631413223228433,-0.040385087468378954,0.12619517295630067,DynamicBind,0.30573596895067445,0.14098682694822343,0.14846490936035373,-0.0429376148584303,0.12008203037356939,0.2853714628537146,-0.1301316688119772,0.014930712581047393,0.11528847115288471,-0.09345979006136233,0.011962322929510402,0.12248775122487751,1.1883513877772738,1.1462829994279713,1.225662644921857,1.1865964813240921,1.089722214112483,1.0495805052004819,1.1228387020554156,1.0868170242865782
