metric,EF1_high_active,nEF1_high_active,AUC_ROC_1_high_active,BEDROC20_1_high_active,N_1_high_active,A_1_high_active,H_top1_high_active,direction_1_high_active,EF1_active,nEF1_active,AUC_ROC_1_active,BEDROC20_1_active,N_1_active,A_1_active,H_top1_active,direction_1_active,EF1_low,nEF1_low,AUC_ROC_1_low,BEDROC20_1_low,N_1_low,A_1_low,H_top1_low,direction_1_low,EF5_high_active,nEF5_high_active,AUC_ROC_5_high_active,BEDROC20_5_high_active,N_5_high_active,A_5_high_active,H_top5_high_active,direction_5_high_active,EF5_active,nEF5_active,AUC_ROC_5_active,BEDROC20_5_active,N_5_active,A_5_active,H_top5_active,direction_5_active,EF5_low,nEF5_low,AUC_ROC_5_low,BEDROC20_5_low,N_5_low,A_5_low,H_top5_low,direction_5_low,EF10_high_active,nEF10_high_active,AUC_ROC_10_high_active,BEDROC20_10_high_active,N_10_high_active,A_10_high_active,H_top10_high_active,direction_10_high_active,EF10_active,nEF10_active,AUC_ROC_10_active,BEDROC20_10_active,N_10_active,A_10_active,H_top10_active,direction_10_active,EF10_low,nEF10_low,AUC_ROC_10_low,BEDROC20_10_low,N_10_low,A_10_low,H_top10_low,direction_10_low,target,protein,method_id,method_label
boltz2_affinity_pred_value,1.0682261208576997,0.6666666666666666,0.8360869812070629,0.7087890246859175,274,171,2,asc,1.2685185185185184,1.0,0.8425127713920817,0.9593916734674721,274,216,3,asc,4.724137931034483,1.0,0.8425127713920817,0.8590576974213027,274,58,3,desc,0.9156223893065999,0.5714285714285715,0.8360869812070629,0.7087890246859175,274,171,8,asc,1.1779100529100528,0.9285714285714286,0.8425127713920817,0.9593916734674721,274,216,13,asc,4.386699507389163,0.9285714285714286,0.8425127713920817,0.8590576974213027,274,58,13,desc,1.2589807852965749,0.7857142857142858,0.8360869812070629,0.7087890246859175,274,171,22,asc,1.2232142857142856,0.9642857142857143,0.8425127713920817,0.9593916734674721,274,216,27,asc,3.7118226600985222,0.7857142857142857,0.8425127713920817,0.8590576974213027,274,58,22,desc,3mjg,3MJG,boltz2,Boltz-2
dynamicbind_affinity_bestpose,0.5329457364341085,0.3333333333333333,0.6584443440957327,0.553636391247472,275,172,1,desc,1.2672811059907834,1.0,0.7548069283330685,0.817847340879652,275,217,3,desc,4.741379310344827,1.0,0.7548069283330685,0.8224842500107973,275,58,3,asc,0.7994186046511628,0.5,0.6584443440957327,0.553636391247472,275,172,7,desc,0.9957208689927584,0.7857142857142857,0.7548069283330685,0.817847340879652,275,217,11,desc,4.402709359605912,0.9285714285714287,0.7548069283330685,0.8224842500107973,275,58,13,asc,0.9136212624584716,0.5714285714285714,0.6584443440957327,0.553636391247472,275,172,16,desc,1.0409809084924293,0.8214285714285715,0.7548069283330685,0.817847340879652,275,217,23,desc,3.5560344827586206,0.75,0.7548069283330685,0.8224842500107973,275,58,21,asc,3mjg,3MJG,dynamicbind,DynamicBind
gnina_cnn_affinity_bestpose,0.0,0.0,0.6026163477439168,0.6222355985764088,268,166,0,desc,0.8467614533965244,0.6666666666666666,0.6262160139685707,0.8363176124457536,268,211,2,desc,3.134502923976608,0.6666666666666667,0.6262160139685707,0.5091227907668627,268,57,2,asc,1.0378657487091223,0.642857142857143,0.6026163477439168,0.6222355985764088,268,166,9,desc,1.0886932972241028,0.8571428571428571,0.6262160139685707,0.8363176124457536,268,211,12,desc,2.6867167919799497,0.5714285714285715,0.6262160139685707,0.5091227907668627,268,57,8,asc,1.076305220883534,0.6666666666666666,0.6026163477439168,0.6222355985764088,268,166,18,desc,1.0349306652624188,0.8148148148148148,0.6262160139685707,0.8363176124457536,268,211,22,desc,2.263807667316439,0.48148148148148145,0.6262160139685707,0.5091227907668627,268,57,13,asc,3mjg,3MJG,gnina,GNINA 1.3
plapt_affinity,1.065891472868217,0.6666666666666666,0.6215850079024611,0.6491513735437952,275,172,2,desc,0.8448540706605222,0.6666666666666666,0.6613697759415224,0.8605939088139649,275,217,2,desc,1.5804597701149425,0.33333333333333337,0.6613697759415224,0.4730030202127427,275,58,1,asc,1.0278239202657808,0.6428571428571429,0.6215850079024611,0.6491513735437952,275,172,9,desc,1.176761026991442,0.9285714285714287,0.6613697759415224,0.8605939088139649,275,217,13,desc,2.3706896551724137,0.5,0.6613697759415224,0.4730030202127427,275,58,7,asc,0.9707225913621261,0.6071428571428571,0.6215850079024611,0.6491513735437952,275,172,17,desc,1.0862409479921,0.8571428571428571,0.6613697759415224,0.8605939088139649,275,217,24,desc,2.201354679802956,0.46428571428571436,0.6613697759415224,0.4730030202127427,275,58,13,asc,3mjg,3MJG,plapt,PLAPT
qvina_affinity_bestpose,0.538152610441767,0.3333333333333333,0.5447968343964091,0.6602760518650066,268,166,1,asc,1.2701421800947867,1.0,0.6043069759707326,0.9679457689020956,268,211,3,asc,0.0,0.0,0.6043069759707326,0.14643329347239756,268,57,0,desc,1.0378657487091223,0.642857142857143,0.5447968343964091,0.6602760518650066,268,166,9,asc,1.2701421800947867,1.0,0.6043069759707326,0.9679457689020956,268,211,14,asc,0.3358395989974937,0.07142857142857144,0.6043069759707326,0.14643329347239756,268,57,1,desc,1.076305220883534,0.6666666666666666,0.5447968343964091,0.6602760518650066,268,166,18,asc,1.1760575741618395,0.9259259259259259,0.6043069759707326,0.9679457689020956,268,211,25,asc,1.0448343079922027,0.22222222222222224,0.6043069759707326,0.14643329347239756,268,57,6,desc,3mjg,3MJG,qvina,QVina2
