metric,EF1_high_active,nEF1_high_active,AUC_ROC_1_high_active,BEDROC20_1_high_active,N_1_high_active,A_1_high_active,H_top1_high_active,direction_1_high_active,EF1_active,nEF1_active,AUC_ROC_1_active,BEDROC20_1_active,N_1_active,A_1_active,H_top1_active,direction_1_active,EF1_low,nEF1_low,AUC_ROC_1_low,BEDROC20_1_low,N_1_low,A_1_low,H_top1_low,direction_1_low,EF5_high_active,nEF5_high_active,AUC_ROC_5_high_active,BEDROC20_5_high_active,N_5_high_active,A_5_high_active,H_top5_high_active,direction_5_high_active,EF5_active,nEF5_active,AUC_ROC_5_active,BEDROC20_5_active,N_5_active,A_5_active,H_top5_active,direction_5_active,EF5_low,nEF5_low,AUC_ROC_5_low,BEDROC20_5_low,N_5_low,A_5_low,H_top5_low,direction_5_low,EF10_high_active,nEF10_high_active,AUC_ROC_10_high_active,BEDROC20_10_high_active,N_10_high_active,A_10_high_active,H_top10_high_active,direction_10_high_active,EF10_active,nEF10_active,AUC_ROC_10_active,BEDROC20_10_active,N_10_active,A_10_active,H_top10_active,direction_10_active,EF10_low,nEF10_low,AUC_ROC_10_low,BEDROC20_10_low,N_10_low,A_10_low,H_top10_low,direction_10_low,target,protein,method_id,method_label
boltz2_affinity_pred_value,1.8447204968944095,0.2727272727272727,0.6678223388305847,0.4134803553052618,1089,161,3,asc,1.5714285714285714,0.9090909090909091,0.688013971020507,0.8717853508440007,1089,630,10,asc,1.5098039215686274,0.6363636363636364,0.688013971020507,0.6882098731425328,1089,459,7,desc,3.3204968944099376,0.4909090909090909,0.6678223388305847,0.4134803553052618,1089,161,27,asc,1.5714285714285714,0.9090909090909091,0.688013971020507,0.8717853508440007,1089,630,50,asc,1.5529411764705883,0.6545454545454545,0.688013971020507,0.6882098731425328,1089,459,36,desc,2.6683571713487946,0.3944954128440367,0.6678223388305847,0.4134803553052618,1089,161,43,asc,1.522411533420708,0.8807339449541286,0.688013971020507,0.8717853508440007,1089,630,96,asc,1.654254362295377,0.6972477064220184,0.688013971020507,0.6882098731425328,1089,459,76,desc,6gqj,6GQJ,boltz2,Boltz-2
dynamicbind_affinity_bestpose,0.0,0.0,0.48567011137288496,0.025921122244907117,1089,161,0,desc,0.9428571428571428,0.5454545454545454,0.6198948715288585,0.686393584602204,1089,630,6,desc,0.6470588235294117,0.2727272727272727,0.6198948715288585,0.5180398366131218,1089,459,3,asc,0.0,0.0,0.48567011137288496,0.025921122244907117,1089,161,0,desc,1.1942857142857144,0.6909090909090909,0.6198948715288585,0.686393584602204,1089,630,38,desc,1.2078431372549019,0.509090909090909,0.6198948715288585,0.5180398366131218,1089,459,28,asc,0.12410963587668812,0.01834862385321101,0.48567011137288496,0.025921122244907117,1089,161,2,desc,1.2369593709043252,0.7155963302752294,0.6198948715288585,0.686393584602204,1089,630,78,desc,1.2842237812556214,0.5412844036697247,0.6198948715288585,0.5180398366131218,1089,459,59,asc,6gqj,6GQJ,dynamicbind,DynamicBind
gnina_cnn_affinity_bestpose,1.2329545454545454,0.18181818181818182,0.6956317567567567,0.3079384591962848,1085,160,2,desc,1.7304625199362043,1.0,0.6644049086591031,0.8590710346837166,1085,627,11,desc,1.2921794362842396,0.5454545454545454,0.6644049086591031,0.5851388018626227,1085,458,6,asc,2.0960227272727274,0.30909090909090914,0.6956317567567567,0.3079384591962848,1085,160,17,desc,1.5731477453965492,0.9090909090909091,0.6644049086591031,0.8590710346837166,1085,627,50,desc,1.3783247320365224,0.5818181818181818,0.6644049086591031,0.5851388018626227,1085,458,32,asc,2.177465596330275,0.3211009174311926,0.6956317567567567,0.3079384591962848,1085,160,35,desc,1.4288222641675081,0.8256880733944955,0.6644049086591031,0.8590710346837166,1085,627,90,desc,1.4561716277392731,0.6146788990825688,0.6644049086591031,0.5851388018626227,1085,458,67,asc,6gqj,6GQJ,gnina,GNINA 1.3
plapt_affinity,0.0,0.0,0.4833275326622403,0.1219804489063204,1089,161,0,desc,0.9428571428571428,0.5454545454545454,0.5998270913303593,0.6908401991961475,1089,630,6,desc,1.7254901960784315,0.7272727272727273,0.5998270913303593,0.590071209008659,1089,459,8,asc,0.7378881987577639,0.10909090909090909,0.4833275326622403,0.1219804489063204,1089,161,6,desc,1.1942857142857144,0.6909090909090909,0.5998270913303593,0.6908401991961475,1089,630,38,desc,1.423529411764706,0.6,0.5998270913303593,0.590071209008659,1089,459,33,asc,0.7446578152601288,0.11009174311926606,0.4833275326622403,0.1219804489063204,1089,161,12,desc,1.2211009174311926,0.7064220183486238,0.5998270913303593,0.6908401991961475,1089,630,77,desc,1.305990286022666,0.5504587155963303,0.5998270913303593,0.590071209008659,1089,459,60,asc,6gqj,6GQJ,plapt,PLAPT
qvina_affinity_bestpose,3.0823863636363638,0.4545454545454546,0.4348344594594595,0.30032723445761705,1085,160,5,asc,1.2585181963172394,0.7272727272727272,0.5359286962941295,0.7397539092634088,1085,627,8,asc,1.2921794362842396,0.5454545454545454,0.5359286962941295,0.4588572489010069,1085,458,6,desc,2.465909090909091,0.36363636363636365,0.4348344594594595,0.30032723445761705,1085,160,20,asc,1.3529070610410325,0.7818181818181819,0.5359286962941295,0.7397539092634088,1085,627,43,asc,1.2491067884080982,0.5272727272727272,0.5359286962941295,0.4588572489010069,1085,458,29,desc,1.4309059633027523,0.21100917431192662,0.4348344594594595,0.30032723445761705,1085,160,23,asc,1.2700642348155629,0.7339449541284404,0.5359286962941295,0.7397539092634088,1085,627,80,asc,0.9562918152317615,0.4036697247706422,0.5359286962941295,0.4588572489010069,1085,458,44,desc,6gqj,6GQJ,qvina,QVina2
